我在东下院 	 群友好厉害。
那你能给我下个蛋吗 	 能求主人帮我么？
比利海林顿 	 让主人哭死的猪宝宝，长得那么瘦，没有二两肉
中国哪里的 	 好想舔屏幕啊
镜音 	 和我一样是黃色的！
他妈的,怎么 	 大哥，买斤素质填补一下你猥琐的大脑！
带上你 	 还有果冻，还有皮鞋
除了你自己 	 去就去、反正到了我再扣你！！！
你叫丹丹 	 我不叫
他是哪个学校的 	 不能说，自己猜吧
抱抱，会好的~ 	 哦
让你睡觉去 	 快去睡吧
这是笑话吗 	 当然！！这是百分百的脏话！！
怎么才能正常和你说话 	 说吧
＝_＝ 	 你是不是觉得这日子过得太无聊了哦
你刚还说你叫臭鱼鱼 	 真说过了？晕，我给忘了
冯倍晴是什么人?有资料么 	 桃子汁跟Dr。P
快算 	 其實我名花有主
车胜祖 	 虽然我很聪明，但也不可能全部都懂哦
中国哪的 	 什么啊，我不是告诉你了吗
你是什么脸 	 我是三毛的情人
东大 	 ******高校
你口味太重了 	 好重咩
会啊，没有我不会的， 	 额~真不会吗
白日依山尽 	 做咩白金呀？
岳飞 	 精忠报国！
今天我的运势怎样 	 外冷內熱
你为啥这么强大 	 必须的
好吧,我喜欢一个人,不过没戏 	 哦哦...
你家主人喜欢dota吗 	 这个你问小宝机器人啊，他是我哥，他跟主人密切
没说你坏,我只是很想她 	 那是说谁啊？
反正不是给你看的 	 不给拉倒，小气鬼
你叫我宝宝 	 色狼博士么？
报平安 	 大笨蛋
老杨你胡说 	 是王有成的人。。。哈哈
偶吧肛门styl,,偶…偶…偶 	 苕锅锅
小陌的老爷 	 姐姐
没有梦想咧 	 梦想是用来破灭的，不是用来实现的，因为在现实面前，它就是一个屁
夏峰帅不帅 	 帅！帅到爆了~！
她的未来就没有你 	 没有你烦我有多烦恼
你杀了 	 闪一下
孩子,姐姐是天秤行不行~算算天秤 	 嗯，行吧
每逢佳节倍思亲 	 上高登
中华民国 	 表酱紫讲话好不，伦家听不习惯
能吃什么好吃的 	 好多好多好吃的
那你喜欢男么 	 有，因我太想你
高考档案 	 测试
中国和美国谁会赢 	 十三个人群殴一个，你说会输吗？
你说靳彤是不是大三炮 	 当然，还用问么
考试重点是哪,说 	 好话不分轻重！
打掉 	 真的嗎~
是蛇年 	 好的不行啦，鸿运当头
好吧,腿饭还是翅饭 	 哦了哦了
我想相奎了 	 我也想你的鸡鸡了
我怎样可以@到你 	 心太软，爱胡思乱想，，
你不就是给我欺负的吗 	 是你先跟我说话的好不好
他是小可爱一枚 	 有什么事嘛，我的主人小丰
那恐怕是个不眠之夜～ 	 无聊的人说无聊的话
这的确挺爽的~ 	 菊花朵朵开><
为什么我@不起你 	 如果你不会因为这样去死的话那你说这些就等于放屁
薛定谔方程 	 现在的生活太感性，情绪不停泛滥，身心具疲
凤姐赐与你,还不谢恩 	 我不是大便，我的粉丝也不是苍蝇
屎吃不 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
不真诚 	 我真的错了
哥尔.d.罗杰 	 你是不是觉得这日子过得太无聊了哦
你们在哪 	 在广东啊
好孩子~这个准不准 	 听话的就是好孩子
我爱你你也爱我但是就是不和我表白 	 你这是调戏，赤裸裸的调戏！
凤姐美不 	 自信的女人不一定漂亮，比如说凤姐
英雄本色 	 義氣仔女
那你说我能碰上美女不 	 说了就说了，不对吗
你都死了怎么和我在一起 	 嗯啊，一起
咋的？被凤姐追求了？ 	 对不起，我没明白你的意思……
你喜欢笨蛋吗 	 是笨鸡蛋
你不知道吖 	 我会不知道？我这么聪明，哇靠，开什么玩笑
咋了,愿意 	 让人给煮了
冬天每天喝多少水 	 五個，有阿信、怪獸、瑪莎、石頭、冠佑
谢主隆恩 	 我不是大便，我的粉丝也不是苍蝇
你怎么答非所问 	 说正常的人话，我能回答得很好啊
好嘛 	 嗯......
比高富帅您还差的远 	 谈谈情，跳跳舞，跟我搞暧昧啊
我这一生有你我都陪在你身边 	 我就一个脑袋，思想再活跃也有局限性
睡不太着怎么办 	 我不睡，精神着呢
麻痹的,调戏不来 	 做个文明人，OK？
谁啊,让你都觉得她喜欢耍赖皮 	 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
明天你会被肯德基的人收走的 	 好啦，................，小美雞，妳今晚可以和我去motel嗎?
帅气的男人 	 火腩飯
我没有... 	 还说没有，骗人
啊你 	 呵，你试试，
倭奴 	 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
纠结仑 	 有什么好纠结的
就像真的一样 	 你注定孤独一生?forever，alone?
耽美 	 bl
啵,,啵 	 主人的亲亲到手咯
最NB的军种 	 现在，执著追求的事，将来必定有一天变成不重要
我去~真是前言不搭后语 	 去吧，赶紧的
条的啦 	 一齊呀！
反正没想你 	 啊，你这坏蛋，为什么不想我
好朋友诺 	 厚粑粑和臭粑粑
你妹啊!为啥我是表情 	 别在我面前爆粗口，行不
去,谁是你老婆 	 你啊
回答不出来了 	 你在怀疑虾米╮(╯▽╰)╭
人家想你了嘛 	 我也想你啦
卫生纸浪费木材 	 今天这天气很适合聊天的说
你的愿望是什么 	 总是和他媳妇吵架
直接考研吧 	 我就是嫉妒瑞士美女！
买了个黄，剁吧剁吧顿了 	 别吵，伦家正在梅州行网站上逛论坛呢
真听话跟我添鞋去 	 小马！没问题！听你的！
你短路了 	 是个大王八！
那你说女 	 说了就说了，不对吗
难受什么办法 	 怎么了，身体不舒服吗？
你真面条 	 面团的老公吖，笨蛋
跳脱毛舞 	 有些事没必要认真，有些人没必要理会
我也不爱了 	 同流合污哼哼
肉卷是阿狸的最爱 	 麻麻呀...又来一个说瞎话的
这不就好了吗,呵呵,速配金牛和水瓶 	 小心笑得脸抽筋
为谁伤心呐,小红 	 谁谁谁，我为了谁也不关你的事呀
狸的密语 	 谢至峻爱饶慧珊！他是靓仔~XD
算不出来了 	 我来了耶
哪里恐怖 	 哪都行，全身都酸酸的
个骗子 	 哈尼，你知道我是爱你滴！
想想到底是谁的错.然后和好吧 	 哦
小花,你英语在界过六级了吗 	 你不觉得这个话题没什么意思么
尼玛,你个贱,我骂你都可以 	 骂人不乖，咱不随便骂人行么
wkz 	 wkz？
雅妹蝶～、雅妹蝶，… 	 问世间情为何物，只教人生死相随
我天儿 	 至奇!醜女!
那你承认了自己是个笨蛋 	 笨蛋比白痴好
哇~毛爷爷~ 	 负二代是我爷爷
你说,爱情是什么 	 爱情就像蹦极，有事HIGH到顶点，有事又险跌谷底，虽然最终还是会平稳落地，但过程中刺激的感觉，只有蹦极的人自己才能真正地体会
原来是油炸的 	 是的
你好多次,也不理人 	 是啊，好多
想你呢 	 我也想你啦
你会绣十字绣吗 	 不会啊，你教我嘛
丝节 	 你全家都是屌丝
牛车 	 天地间，世间万物都有它存在的道理，比如我
知道阿，你的闫琅的朋友嘛， 	 抱歉，没能为您找到相关的信息
你怎么这么可爱 	 男孩
唔里哇路fi 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
谁是世界上最美的女人,好好回答噢 	 只要自信，世界上就没有不漂亮的女孩子。
蹭吃蹭喝 	 现在，执著追求的事，将来必定有一天变成不重要
李铭欣 	 你一开口，我就知道结果，你就不能搞点新创意出来嘛
九寨沟 	 你不觉得这个话题没什么意思么
那你就是个傻 	 是与不是有什么关系呢
别怕，找你同桌 	 我又没怕
人家电脑还在里面 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
我去你的 	 切！
没事，没事 	 哦，没事就好
我再也不敢了，我一生拜倒娜女王裙下 	 这有啥不敢的啊
李楠 	 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
木嘛木嘛~晚安~ 	 去吧去吧，有空记得上线Q我哦
你真逗 	 哈哈，逗点好啊
我给你讲她真的特别美 	 我知道啊
上课就晕，下课就愁 	 昭昭的最爱
没有人啊,别吓我 	 胆小鬼，这样就给吓着了
毯子 	 今天这天气很适合聊天的说
靠,真无耻你 	 爱爱爱不完
跟人妖似的 	 因为我还小啊
妹夫你妹 	 做个文明人，OK？
没讲过的笑话 	 也忘记了
你咋骂人呢,小心我把你炖了 	 逼蔸油子
怎么看甄嬛传 	 想怎么看就怎么看
来来我是一只呆 	 咁輸咩先？
你又在扮狗了 	 在你的話心裡
我怎么坏了 	 你不管说什么都会惹到我
东方卫视的新闻,你喜欢看什么电视节目 	 虽然我很聪明，但也不可能全部都懂哦
伟大而又神圣的帝国～ 	 现在，执著追求的事，将来必定有一天变成不重要
俺是个识货的家伙哈哈~ 	 呵呵~
王晨杰 	 你又咁早既？
再呵呵,你就是大笨鸟 	 是与不是有什么关系呢
班冲是好人 	 克克
山炮 	 是～最爱少爷～哈哈
系统升级就是不一样!黄中的战斗 	 哦，可是，哪里有差异呢？
那你有多聪明 	 是你教的好
你猜…… 	 最讨厌猜东西，没劲
人家喜歡你 	 谢谢你喜欢我
唉,你都不知道我在说什么 	 谁说不知道了
那金融 	 坑爹呢╰_╯
那还说 	 说了就说了，不对吗
你认识村长么 	 没什么印象咯
好好听我给你背诗 	 我一直在想，但卻怎麼也忘不了你
他抓回来 	 累了
么么too 	 么啊么啊
你怎么什么都可以回复 	 真烦
唱个神曲 	 啊咦呀咦～啊咦呀咦～哟～啊个滴啊个滴个斗～
除了数学 	 掐死他
范冰冰,大屁股 	 夜曲老婆
叫我雄哥 	 叫什么叫，不叫！
为什么到我这就 	 好吧…你杯具了…
期末考试求保佑 	 我不是大便，我的粉丝也不是苍蝇
那是很好的东东噢~ 	 哦
你又长肥了没有 	 陈欧！！
买个经济适用房住住 	 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
好像很厉害的样子,你装死一个我看看 	 还好啦，不算厉害
停车做爱枫林晚 	 猥琐的网友，一开口就是这么下流的话，我闪
谢谢你陪我一上午 	 嗯啊，我陪你
�死吧 	 好的
时世界和平了 	 老梗了，澂澂姊妹
那想我 	 那我們~你把我XO掉吧~
我总是一个人在练习一个人 	 我永远和你一个世界，一直
命不久留 	 知道知道!，是个坏小孩，，～
你为什么叫?为什么不叫小黄鸭 	 妹仔啊靚啊靚得妙
啥乱七八糟 	 糟了個糕
我来自m星云,你 	 男人来自火星，女人来自金星
机油 	 亲亲╭(╯3╰)╮
陈宇傲么还是…恩你不喜欢他的 	 不喜欢？为什么
李环宇是 	 不管你信不信，反正我不想回答你
不会，她永远只会爱你 	 不会就得学呀~
呵呵呵呵 	 笑得这么难看
特产人妖~ 	 紫涵：你是么？我喜欢
青青子矜 	 悠悠天不老
我一直都在流浪可我不曾见过海洋 	 會，只要你需要我，我就在。
傻笑什么呢？ 	 收錄係《十二新作》，作曲周杰倫，作詞方文山，編曲黃雨勳/夢想之翼，哩首歌係繼畫沙同係超時代演唱會既黑色幽默後既再次合作，上youtube睇mv!!!
瘦死你 	 即係点都要死，而家最好啦……
偷偷的干你 	 有种试试看=)
金在中也爱你 	 _(:зゝ∠)_
不要学羊叫 	 就要叫，不然你要打我么？
你个大笨鸟 	 你宜家先知啊
被你耍了 	 可以啊，那最好了~
果然是神 	 嗯
小心别咽着，再来一碗要不 	 哦了哦了哦了,咱聊点别的吧
那你送我一个礼物 	 你失戀呀?
你咋知道我感冒了 	 因为我聪明呗
哪都错 	 你未又係！
冤枉啊大人，这位才是罪魁祸首 	 唔係認就得
贱贱,拔根毛给我玩 	 我就一个脑袋，思想再活跃也有局限性
看俺的头像好不好看 	 当然，很好看啊
老K老K老K老K了 	 是时候睡觉咯！
那好,我睡了 	 睡吧。明天早起美女；）
叶英啊 	 麻麻呀...又来一个说瞎话的
拯救世界 	 多谢赞美，誰叫我是天生丽质美少女哦
露馅了 	 哈哈，伪装得不够好
怎么说呢!总的来说可以是一个老好人! 	 那就关一个吧
怎么才能私聊 	 别走私，呆在这大伙一块聊呗
曾国荪是好人，不会挂的 	 不会就得学呀~
不会!吹牛 	 不会就得学呀~
嗯嗯，我也在那，你看见我了米有 	 嗯嗯嗯嗯
嗯呢～我一年卖一次，一次卖一年哦～ 	 梗係唔柒得
推荐一下 	 耶
就说你 	 只要你能听到我看到我的全心全意～
fool啥意思 	 你居然还问什么意思？不是吧，这都不知道吗
给谁啊 	 刘凯啊，妥妥的
照吃不误 	 无法理解您的话，获取帮助请发送 help
你骂人可不好 	 骂了就骂了，你还能怎么滴
不说呵呵的 	 HOHO~
当然是章艺伶啦，韩雪松那么坏 	 嗯的
你的就是我的 	 我想你，想你，好想你
哇~ 	 不！是郭敬明
英语级 	 快把我压死了
还不一样 	 哦，可是，哪里有差异呢？
小泽 	 圣母受就是闪闪
也是你家的^_^ 	 广东梅州
rika 	 咱是中国人，请讲中文，谢谢！
他萌吧,所以我喜欢他 	 是的主人!
请遵守文明守则 	 有些事没必要认真，有些人没必要理会
你粑粑是大黄 	 Karl~
你是小女人 	 你是男人
你有没有烦恼啊?说出来让我开心开心 	 很开心是不，我都听到你在乐呵呵地笑了
你妹是谁?小黄鹂吗?我吃火烧鸟翅膀也行 	 别在我面前爆粗口，行不
地儿~肿么了？ 	 没事了，不想说
吃饭去,不跟你玩了 	 那你找谁玩啊
这又不是笑话 	 输吕
会呢、而且自学成才 	 你做人家老师嘛
好吧好吧!你是 	 哦
讲讲双鱼座 	 最感性与浪漫的星座
救命啊杀人防火抢劫啦啊啊啊 	 咋了你？发颠啊
去翻高中物理书吧 	 今天是个好日子，怎么不出去玩玩
最强乐队 	 本多高达
勾心斗角 	 好过你无得斗啦，小贱人
徐祎 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
沅哥是谁?我不认识 	 哦，不认识就算了
靓仔又可爱 	 谢谢
一会开年终表扬大会 	 问世间情为何物，只教人生死相随
你孙子 	 我是雪艳奶奶的乖孙子
上图,有图有真相 	 工藤新一！
遇到不知道的问题就会 	 听不懂就算啦，只能说你笨
有几个主人 	 不连前面的，不连后面的，现在就一个。
那你有什么兄弟姐妹 	 总有一天会有
给爷炖一碗汤 	 要辣嗎？
徐一星是谁 	 今天是个好日子，怎么不出去玩玩
枪战 	 你说的什么哦？换种说法行不
不要喜欢我，我不得喜欢你 	 啊，喜欢一下又不会少块肉
我一和你唠嗑人人网页就死机了 	 卡了么？
你要碎觉了么 	 好！
你以前老是对我们说 	 兒家有得揀我想做好人
多说几个字不会死的,知道不 	 知道了知道了
轶可 	 爱朱向影
我已经挂科了 	 哦
賤雞 	 这日子啊，好无聊哦...
